Date,MPR,FoodInflation,HeadlineInflation,NonFoodInflation,BrentOil,Cocoa,Gold,InterestRate,NetForeignAssets,NIR,Imports,Exports
29/10/2011,12.5,4.03,8.56,11.32,108.8,2638.8,1673.7,10.524,3875.22,4012.7,1408.6,1119
30/10/2011,12.5,4.03,8.56,11.32,108.8,2638.8,1673.7,10.524,3875.22,4012.7,1408.6,1119
31/10/2011,12.5,4.03,8.56,11.32,108.8,2638.8,1673.7,10.524,3875.22,4012.7,1408.6,1119
01/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
02/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
03/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
04/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
05/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
06/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
07/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
08/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
09/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
10/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
11/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
12/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
13/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
14/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
15/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
16/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
17/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
18/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
19/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
20/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
21/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
22/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
23/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
24/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
25/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
26/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
27/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
28/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
29/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
30/11/2011,12.5,4.41,8.55,11.08,110.6,2520.3,1744.7,9.4468,3762.4,3560,1607.1,900.1
01/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
02/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
03/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
04/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
05/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
06/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
07/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
08/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
09/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
10/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
11/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
12/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
13/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
14/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
15/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
16/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
17/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
18/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
19/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
20/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
21/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
22/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
23/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
24/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
25/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
26/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
27/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
28/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
29/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
30/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
31/12/2011,12.5,4.27,8.58,11.21,107.7,2173.1,1658.5,6.552,4308.26,4439,1373.9,882.9
01/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
02/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
03/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
04/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
05/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
06/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
07/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
08/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
09/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
10/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
11/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
12/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
13/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
14/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
15/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
16/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
17/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
18/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
19/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
20/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
21/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
22/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
23/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
24/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
25/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
26/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
27/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
28/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
29/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
30/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
31/01/2012,12.5,4.54,8.73,11.27,111.6,2266.1,1661,6.35,3484.78,3554.8,1268.1,1319.6
01/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
02/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
03/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
04/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
05/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
06/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
07/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
08/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
09/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
10/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
11/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
12/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
13/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
14/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
15/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
16/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
17/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
18/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
19/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
20/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
21/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
22/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
23/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
24/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
25/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
26/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
27/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
28/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
29/02/2012,13.5,4.33,8.64,11.24,119.2,2313.5,1742.5,9.685,3452.69,3438,1351,1359.3
01/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
02/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
03/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
04/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
05/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
06/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
07/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
08/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
09/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
10/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
11/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
12/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
13/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
14/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
15/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
16/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
17/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
18/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
19/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
20/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
21/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
22/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
23/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
24/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
25/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
26/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
27/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
28/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
29/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
30/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
31/03/2012,13.5,4.45,8.78,11.39,124.6,2315,1672.9,11.246,3458.907,3182.5,1499,1439.4
01/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
02/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
03/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
04/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
05/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
06/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
07/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
08/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
09/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
10/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
11/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
12/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
13/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
14/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
15/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
16/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
17/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
18/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
19/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
20/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
21/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
22/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
23/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
24/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
25/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
26/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
27/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
28/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
29/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
30/04/2012,14.5,4.78,9.11,11.73,120.4,2197.8,1647.7,12.685,3225.687,2990.6,1546,1178.6
01/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
02/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
03/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
04/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
05/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
06/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
07/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
08/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
09/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
10/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
11/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
12/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
13/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
14/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
15/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
16/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
17/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
18/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
19/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
20/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
21/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
22/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
23/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
24/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
25/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
26/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
27/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
28/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
29/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
30/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
31/05/2012,14.5,5.02,9.34,11.95,109.4,2207.8,1579.2,12.8375,2980.19,2781.7,1699.5,1213.4
01/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
02/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
03/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
04/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
05/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
06/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
07/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
08/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
09/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
10/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
11/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
12/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
13/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
14/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
15/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
16/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
17/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
18/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
19/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
20/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
21/06/2012,15,5.4,9.44,11.88,95.9,2191,1602.9,15.132,2695.17,2474.4,1501.7,1022.9
