Date,Currency,Currency Pair,Buying,Selling,Mid Rate
28-Sep-20,US Dollar,USDGHS,5.699,5.7048,5.7019
25-Sep-20,US Dollar,USDGHS,5.6991,5.7049,5.702
24-Sep-20,US Dollar,USDGHS,5.6981,5.7039,5.701
23-Sep-20,US Dollar,USDGHS,5.6981,5.7039,5.701
22-Sep-20,US Dollar,USDGHS,5.6972,5.7029,5.7
18-Sep-20,US Dollar,USDGHS,5.6972,5.7029,5.7
17-Sep-20,US Dollar,USDGHS,5.6967,5.7023,5.6995
16-Sep-20,US Dollar,USDGHS,5.6967,5.7023,5.6995
15-Sep-20,US Dollar,USDGHS,5.6972,5.7029,5.7
14-Sep-20,US Dollar,USDGHS,5.6972,5.7029,5.7
11-Sep-20,US Dollar,USDGHS,5.6939,5.6995,5.6967
10-Sep-20,US Dollar,USDGHS,5.6941,5.6997,5.6969
09-Sep-20,US Dollar,USDGHS,5.6911,5.6967,5.6939
08-Sep-20,US Dollar,USDGHS,5.6911,5.6967,5.6939
07-Sep-20,US Dollar,USDGHS,5.6913,5.6969,5.6941
04-Sep-20,US Dollar,USDGHS,5.6913,5.6969,5.6941
03-Sep-20,US Dollar,USDGHS,5.685,5.6906,5.6878
02-Sep-20,US Dollar,USDGHS,5.683,5.6886,5.6858
01-Sep-20,US Dollar,USDGHS,5.683,5.6886,5.6858
31-Aug-20,US Dollar,USDGHS,5.682,5.6876,5.6848
28-Aug-20,US Dollar,USDGHS,5.682,5.6876,5.6848
27-Aug-20,US Dollar,USDGHS,5.6801,5.6857,5.6829
26-Aug-20,US Dollar,USDGHS,5.6801,5.6857,5.6829
25-Aug-20,US Dollar,USDGHS,5.6806,5.6862,5.6834
24-Aug-20,US Dollar,USDGHS,5.6806,5.6862,5.6834
21-Aug-20,US Dollar,USDGHS,5.6803,5.6859,5.6831
20-Aug-20,US Dollar,USDGHS,5.6803,5.6859,5.6831
19-Aug-20,US Dollar,USDGHS,5.6793,5.6849,5.6821
18-Aug-20,US Dollar,USDGHS,5.6793,5.6849,5.6821
17-Aug-20,US Dollar,USDGHS,5.6781,5.6837,5.6809
14-Aug-20,US Dollar,USDGHS,5.6778,5.6834,5.6806
13-Aug-20,US Dollar,USDGHS,5.6778,5.6834,5.6806
12-Aug-20,US Dollar,USDGHS,5.6778,5.6834,5.6806
11-Aug-20,US Dollar,USDGHS,5.6768,5.6824,5.6796
10-Aug-20,US Dollar,USDGHS,5.6768,5.6824,5.6796
07-Aug-20,US Dollar,USDGHS,5.6769,5.6825,5.6797
06-Aug-20,US Dollar,USDGHS,5.6759,5.6815,5.6787
05-Aug-20,US Dollar,USDGHS,5.6759,5.6815,5.6787
03-Aug-20,US Dollar,USDGHS,5.6759,5.6815,5.6787
30-Jul-20,US Dollar,USDGHS,5.6754,5.681,5.6782
29-Jul-20,US Dollar,USDGHS,5.6755,5.6811,5.6783
28-Jul-20,US Dollar,USDGHS,5.675,5.6806,5.6778
27-Jul-20,US Dollar,USDGHS,5.6751,5.6807,5.6779
24-Jul-20,US Dollar,USDGHS,5.6751,5.6807,5.6779
23-Jul-20,US Dollar,USDGHS,5.6736,5.6792,5.6764
22-Jul-20,US Dollar,USDGHS,5.6716,5.6772,5.6744
21-Jul-20,US Dollar,USDGHS,5.6706,5.6762,5.6734
20-Jul-20,US Dollar,USDGHS,5.6686,5.6742,5.6714
17-Jul-20,US Dollar,USDGHS,5.6681,5.6737,5.6709
16-Jul-20,US Dollar,USDGHS,5.6682,5.6738,5.671
15-Jul-20,US Dollar,USDGHS,5.6682,5.6738,5.671
14-Jul-20,US Dollar,USDGHS,5.6687,5.6743,5.6715
13-Jul-20,US Dollar,USDGHS,5.669,5.6746,5.6718
10-Jul-20,US Dollar,USDGHS,5.6692,5.6748,5.672
09-Jul-20,US Dollar,USDGHS,5.6672,5.6728,5.67
08-Jul-20,US Dollar,USDGHS,5.6672,5.6728,5.67
07-Jul-20,US Dollar,USDGHS,5.6651,5.6707,5.6679
06-Jul-20,US Dollar,USDGHS,5.6652,5.6708,5.668
03-Jul-20,US Dollar,USDGHS,5.6654,5.671,5.6682
02-Jul-20,US Dollar,USDGHS,5.6654,5.671,5.6682
01-Jul-20,US Dollar,USDGHS,5.6644,5.67,5.6672
30-Jun-20,US Dollar,USDGHS,5.6646,5.6702,5.6674
29-Jun-20,US Dollar,USDGHS,5.6646,5.6702,5.6674
26-Jun-20,US Dollar,USDGHS,5.6651,5.6707,5.6679
25-Jun-20,US Dollar,USDGHS,5.6549,5.6605,5.6577
24-Jun-20,US Dollar,USDGHS,5.6501,5.6557,5.6529
23-Jun-20,US Dollar,USDGHS,5.6501,5.6557,5.6529
22-Jun-20,US Dollar,USDGHS,5.6491,5.6547,5.6519
19-Jun-20,US Dollar,USDGHS,5.6493,5.6549,5.6521
18-Jun-20,US Dollar,USDGHS,5.6483,5.6539,5.6511
17-Jun-20,US Dollar,USDGHS,5.6488,5.6544,5.6516
16-Jun-20,US Dollar,USDGHS,5.6491,5.6547,5.6519
15-Jun-20,US Dollar,USDGHS,5.6471,5.6527,5.6499
12-Jun-20,US Dollar,USDGHS,5.6472,5.6528,5.65
11-Jun-20,US Dollar,USDGHS,5.628,5.6336,5.6308
10-Jun-20,US Dollar,USDGHS,5.625,5.6306,5.6278
09-Jun-20,US Dollar,USDGHS,5.625,5.6306,5.6278
08-Jun-20,US Dollar,USDGHS,5.62,5.6256,5.6228
05-Jun-20,US Dollar,USDGHS,5.6202,5.6258,5.623
04-Jun-20,US Dollar,USDGHS,5.6182,5.6238,5.621
03-Jun-20,US Dollar,USDGHS,5.6184,5.624,5.6212
02-Jun-20,US Dollar,USDGHS,5.6174,5.623,5.6202
01-Jun-20,US Dollar,USDGHS,5.6174,5.623,5.6202
29-May-20,US Dollar,USDGHS,5.6175,5.6231,5.6203
28-May-20,US Dollar,USDGHS,5.6165,5.6221,5.6193
27-May-20,US Dollar,USDGHS,5.6155,5.6211,5.6183
26-May-20,US Dollar,USDGHS,5.6125,5.6181,5.6153
22-May-20,US Dollar,USDGHS,5.6125,5.6181,5.6153
21-May-20,US Dollar,USDGHS,5.6125,5.6181,5.6153
20-May-20,US Dollar,USDGHS,5.6127,5.6183,5.6155
19-May-20,US Dollar,USDGHS,5.6127,5.6183,5.6155
18-May-20,US Dollar,USDGHS,5.6129,5.6185,5.6157
15-May-20,US Dollar,USDGHS,5.6099,5.6155,5.6127
14-May-20,US Dollar,USDGHS,5.6101,5.6157,5.6129
13-May-20,US Dollar,USDGHS,5.6101,5.6157,5.6129
12-May-20,US Dollar,USDGHS,5.6051,5.6107,5.6079
11-May-20,US Dollar,USDGHS,5.6021,5.6077,5.6049
08-May-20,US Dollar,USDGHS,5.6001,5.6057,5.6029
07-May-20,US Dollar,USDGHS,5.5982,5.6038,5.601
06-May-20,US Dollar,USDGHS,5.5972,5.6028,5.6
05-May-20,US Dollar,USDGHS,5.5972,5.6028,5.6
04-May-20,US Dollar,USDGHS,5.5982,5.6038,5.601
30-Apr-20,US Dollar,USDGHS,5.5982,5.6038,5.601
29-Apr-20,US Dollar,USDGHS,5.5657,5.5713,5.5685
28-Apr-20,US Dollar,USDGHS,5.5553,5.5609,5.5581
27-Apr-20,US Dollar,USDGHS,5.5451,5.5507,5.5479
24-Apr-20,US Dollar,USDGHS,5.5421,5.5477,5.5449
23-Apr-20,US Dollar,USDGHS,5.5219,5.5275,5.5247
22-Apr-20,US Dollar,USDGHS,5.5219,5.5275,5.5247
21-Apr-20,US Dollar,USDGHS,5.512,5.5176,5.5148
20-Apr-20,US Dollar,USDGHS,5.512,5.5176,5.5148
17-Apr-20,US Dollar,USDGHS,5.5072,5.5128,5.51
16-Apr-20,US Dollar,USDGHS,5.5072,5.5128,5.51
15-Apr-20,US Dollar,USDGHS,5.5075,5.5131,5.5103
14-Apr-20,US Dollar,USDGHS,5.5077,5.5133,5.5105
09-Apr-20,US Dollar,USDGHS,5.5027,5.5083,5.5055
08-Apr-20,US Dollar,USDGHS,5.4997,5.5053,5.5025
07-Apr-20,US Dollar,USDGHS,5.4977,5.5033,5.5005
06-Apr-20,US Dollar,USDGHS,5.4979,5.5035,5.5007
03-Apr-20,US Dollar,USDGHS,5.4583,5.4637,5.461
02-Apr-20,US Dollar,USDGHS,5.4473,5.4527,5.45
01-Apr-20,US Dollar,USDGHS,5.4396,5.445,5.4423
31-Mar-20,US Dollar,USDGHS,5.4396,5.445,5.4423
30-Mar-20,US Dollar,USDGHS,5.4347,5.4401,5.4374
27-Mar-20,US Dollar,USDGHS,5.435,5.4404,5.4377
26-Mar-20,US Dollar,USDGHS,5.4352,5.4406,5.4379
25-Mar-20,US Dollar,USDGHS,5.4334,5.4388,5.4361
24-Mar-20,US Dollar,USDGHS,5.3936,5.399,5.3963
23-Mar-20,US Dollar,USDGHS,5.3686,5.374,5.3713
20-Mar-20,US Dollar,USDGHS,5.3576,5.363,5.3603
19-Mar-20,US Dollar,USDGHS,5.3473,5.3527,5.35
18-Mar-20,US Dollar,USDGHS,5.3453,5.3507,5.348
17-Mar-20,US Dollar,USDGHS,5.3454,5.3508,5.3481
16-Mar-20,US Dollar,USDGHS,5.3349,5.3403,5.3376
13-Mar-20,US Dollar,USDGHS,5.3251,5.3305,5.3278
12-Mar-20,US Dollar,USDGHS,5.3251,5.3305,5.3278
11-Mar-20,US Dollar,USDGHS,5.3153,5.3207,5.318
10-Mar-20,US Dollar,USDGHS,5.3101,5.3155,5.3128
09-Mar-20,US Dollar,USDGHS,5.3003,5.3057,5.303
05-Mar-20,US Dollar,USDGHS,5.2974,5.3027,5.3
04-Mar-20,US Dollar,USDGHS,5.2974,5.3027,5.3
03-Mar-20,US Dollar,USDGHS,5.2948,5.3,5.2974
02-Mar-20,US Dollar,USDGHS,5.2938,5.299,5.2964
28-Feb-20,US Dollar,USDGHS,5.2923,5.2975,5.2949
27-Feb-20,US Dollar,USDGHS,5.2918,5.297,5.2944
26-Feb-20,US Dollar,USDGHS,5.2918,5.297,5.2944
25-Feb-20,US Dollar,USDGHS,5.2843,5.2895,5.2869
24-Feb-20,US Dollar,USDGHS,5.2793,5.2845,5.2819
21-Feb-20,US Dollar,USDGHS,5.2803,5.2855,5.2829
20-Feb-20,US Dollar,USDGHS,5.2803,5.2855,5.2829
19-Feb-20,US Dollar,USDGHS,5.2853,5.2905,5.2879
18-Feb-20,US Dollar,USDGHS,5.285,5.2902,5.2876
17-Feb-20,US Dollar,USDGHS,5.285,5.2902,5.2876
14-Feb-20,US Dollar,USDGHS,5.295,5.3002,5.2976
13-Feb-20,US Dollar,USDGHS,5.297,5.3022,5.2996
12-Feb-20,US Dollar,USDGHS,5.3269,5.3323,5.3296
11-Feb-20,US Dollar,USDGHS,5.3569,5.3623,5.3596
10-Feb-20,US Dollar,USDGHS,5.3574,5.3628,5.3601
07-Feb-20,US Dollar,USDGHS,5.3581,5.3635,5.3608
06-Feb-20,US Dollar,USDGHS,5.3583,5.3637,5.361
05-Feb-20,US Dollar,USDGHS,5.3583,5.3637,5.361
04-Feb-20,US Dollar,USDGHS,5.3633,5.3687,5.366
03-Feb-20,US Dollar,USDGHS,5.409,5.4144,5.4117
31-Jan-20,US Dollar,USDGHS,5.4645,5.4699,5.4672
30-Jan-20,US Dollar,USDGHS,5.496,5.5014,5.4987
29-Jan-20,US Dollar,USDGHS,5.5159,5.5215,5.5187
28-Jan-20,US Dollar,USDGHS,5.5159,5.5215,5.5187
27-Jan-20,US Dollar,USDGHS,5.5189,5.5245,5.5217
24-Jan-20,US Dollar,USDGHS,5.5239,5.5295,5.5267
23-Jan-20,US Dollar,USDGHS,5.5289,5.5345,5.5317
22-Jan-20,US Dollar,USDGHS,5.5309,5.5365,5.5337
21-Jan-20,US Dollar,USDGHS,5.5319,5.5375,5.5347
20-Jan-20,US Dollar,USDGHS,5.5314,5.537,5.5342
17-Jan-20,US Dollar,USDGHS,5.5314,5.537,5.5342
16-Jan-20,US Dollar,USDGHS,5.5334,5.539,5.5362
15-Jan-20,US Dollar,USDGHS,5.5341,5.5397,5.5369
14-Jan-20,US Dollar,USDGHS,5.5338,5.5394,5.5366
13-Jan-20,US Dollar,USDGHS,5.534,5.5396,5.5368
10-Jan-20,US Dollar,USDGHS,5.5335,5.5391,5.5363
09-Jan-20,US Dollar,USDGHS,5.5335,5.5391,5.5363
08-Jan-20,US Dollar,USDGHS,5.5337,5.5393,5.5365
06-Jan-20,US Dollar,USDGHS,5.5312,5.5368,5.534
03-Jan-20,US Dollar,USDGHS,5.5314,5.537,5.5342
02-Jan-20,US Dollar,USDGHS,5.5314,5.537,5.5342
31-Dec-19,US Dollar,USDGHS,5.5309,5.5365,5.5337
30-Dec-19,US Dollar,USDGHS,5.535,5.5406,5.5378
27-Dec-19,US Dollar,USDGHS,5.536,5.5416,5.5388
24-Dec-19,US Dollar,USDGHS,5.5365,5.5421,5.5393
23-Dec-19,US Dollar,USDGHS,5.5368,5.5424,5.5396
20-Dec-19,US Dollar,USDGHS,5.5368,5.5424,5.5396
19-Dec-19,US Dollar,USDGHS,5.5373,5.5429,5.5401
18-Dec-19,US Dollar,USDGHS,5.5375,5.5431,5.5403
17-Dec-19,US Dollar,USDGHS,5.5375,5.5431,5.5403
16-Dec-19,US Dollar,USDGHS,5.5377,5.5433,5.5405
13-Dec-19,US Dollar,USDGHS,5.5357,5.5413,5.5385
12-Dec-19,US Dollar,USDGHS,5.5359,5.5415,5.5387
11-Dec-19,US Dollar,USDGHS,5.5359,5.5415,5.5387
10-Dec-19,US Dollar,USDGHS,5.5339,5.5395,5.5367
09-Dec-19,US Dollar,USDGHS,5.5341,5.5397,5.5369
05-Dec-19,US Dollar,USDGHS,5.5341,5.5397,5.5369
04-Dec-19,US Dollar,USDGHS,5.5341,5.5397,5.5369
03-Dec-19,US Dollar,USDGHS,5.5341,5.5397,5.5369
02-Dec-19,US Dollar,USDGHS,5.5226,5.5282,5.5254
29-Nov-19,US Dollar,USDGHS,5.5226,5.5282,5.5254
28-Nov-19,US Dollar,USDGHS,5.4983,5.5039,5.5011
27-Nov-19,US Dollar,USDGHS,5.4983,5.5039,5.5011
26-Nov-19,US Dollar,USDGHS,5.4983,5.5039,5.5011
25-Nov-19,US Dollar,USDGHS,5.3747,5.3801,5.3774
22-Nov-19,US Dollar,USDGHS,5.3749,5.3803,5.3776
21-Nov-19,US Dollar,USDGHS,5.3749,5.3803,5.3776
20-Nov-19,US Dollar,USDGHS,5.3646,5.37,5.3673
19-Nov-19,US Dollar,USDGHS,5.3621,5.3675,5.3648
18-Nov-19,US Dollar,USDGHS,5.3606,5.366,5.3633
15-Nov-19,US Dollar,USDGHS,5.3581,5.3635,5.3608
14-Nov-19,US Dollar,USDGHS,5.3581,5.3635,5.3608
13-Nov-19,US Dollar,USDGHS,5.3566,5.362,5.3593
12-Nov-19,US Dollar,USDGHS,5.3569,5.3623,5.3596
11-Nov-19,US Dollar,USDGHS,5.3571,5.3625,5.3598
08-Nov-19,US Dollar,USDGHS,5.3571,5.3625,5.3598
07-Nov-19,US Dollar,USDGHS,5.3571,5.3625,5.3598
06-Nov-19,US Dollar,USDGHS,5.3571,5.3625,5.3598
05-Nov-19,US Dollar,USDGHS,5.3473,5.3527,5.35
04-Nov-19,US Dollar,USDGHS,5.3395,5.3449,5.3422
01-Nov-19,US Dollar,USDGHS,5.3345,5.3399,5.3372
31-Oct-19,US Dollar,USDGHS,5.3345,5.3399,5.3372
30-Oct-19,US Dollar,USDGHS,5.3345,5.3399,5.3372
29-Oct-19,US Dollar,USDGHS,5.3297,5.3351,5.3324
28-Oct-19,US Dollar,USDGHS,5.3295,5.3349,5.3322
25-Oct-19,US Dollar,USDGHS,5.3295,5.3349,5.3322
24-Oct-19,US Dollar,USDGHS,5.3245,5.3299,5.3272
23-Oct-19,US Dollar,USDGHS,5.3248,5.3302,5.3275
22-Oct-19,US Dollar,USDGHS,5.3198,5.3252,5.3225
21-Oct-19,US Dollar,USDGHS,5.3188,5.3242,5.3215
18-Oct-19,US Dollar,USDGHS,5.3188,5.3242,5.3215
17-Oct-19,US Dollar,USDGHS,5.3178,5.3232,5.3205
16-Oct-19,US Dollar,USDGHS,5.3183,5.3237,5.321
15-Oct-19,US Dollar,USDGHS,5.3193,5.3247,5.322
14-Oct-19,US Dollar,USDGHS,5.3193,5.3247,5.322
11-Oct-19,US Dollar,USDGHS,5.3191,5.3245,5.3218
10-Oct-19,US Dollar,USDGHS,5.3171,5.3225,5.3198
09-Oct-19,US Dollar,USDGHS,5.3173,5.3227,5.32
08-Oct-19,US Dollar,USDGHS,5.3175,5.3229,5.3202
07-Oct-19,US Dollar,USDGHS,5.3174,5.3228,5.3201
04-Oct-19,US Dollar,USDGHS,5.3126,5.318,5.3153
03-Oct-19,US Dollar,USDGHS,5.3126,5.318,5.3153
02-Oct-19,US Dollar,USDGHS,5.3129,5.3183,5.3156
01-Oct-19,US Dollar,USDGHS,5.3129,5.3183,5.3156
30-Sep-19,US Dollar,USDGHS,5.3134,5.3188,5.3161
27-Sep-19,US Dollar,USDGHS,5.3134,5.3188,5.3161
26-Sep-19,US Dollar,USDGHS,5.3137,5.3191,5.3164
25-Sep-19,US Dollar,USDGHS,5.3139,5.3193,5.3166
24-Sep-19,US Dollar,USDGHS,5.3141,5.3195,5.3168
20-Sep-19,US Dollar,USDGHS,5.3142,5.3196,5.3169
19-Sep-19,US Dollar,USDGHS,5.3093,5.3147,5.312
18-Sep-19,US Dollar,USDGHS,5.3068,5.3122,5.3095
17-Sep-19,US Dollar,USDGHS,5.3068,5.3122,5.3095
16-Sep-19,US Dollar,USDGHS,5.3043,5.3097,5.307
13-Sep-19,US Dollar,USDGHS,5.3043,5.3097,5.307
12-Sep-19,US Dollar,USDGHS,5.3043,5.3097,5.307
11-Sep-19,US Dollar,USDGHS,5.3013,5.3067,5.304
10-Sep-19,US Dollar,USDGHS,5.3013,5.3067,5.304
09-Sep-19,US Dollar,USDGHS,5.3003,5.3057,5.303
06-Sep-19,US Dollar,USDGHS,5.3003,5.3057,5.303
05-Sep-19,US Dollar,USDGHS,5.2974,5.3027,5.3001
04-Sep-19,US Dollar,USDGHS,5.2974,5.3027,5.3001
03-Sep-19,US Dollar,USDGHS,5.2846,5.2898,5.2872
02-Sep-19,US Dollar,USDGHS,5.2788,5.284,5.2814
30-Aug-19,US Dollar,USDGHS,5.2788,5.284,5.2814
29-Aug-19,US Dollar,USDGHS,5.2788,5.284,5.2814
28-Aug-19,US Dollar,USDGHS,5.2778,5.283,5.2804
27-Aug-19,US Dollar,USDGHS,5.2778,5.283,5.2804
26-Aug-19,US Dollar,USDGHS,5.2763,5.2815,5.2789
23-Aug-19,US Dollar,USDGHS,5.2748,5.28,5.2774
22-Aug-19,US Dollar,USDGHS,5.2738,5.279,5.2764
21-Aug-19,US Dollar,USDGHS,5.2724,5.2776,5.275
20-Aug-19,US Dollar,USDGHS,5.2724,5.2776,5.275
19-Aug-19,US Dollar,USDGHS,5.2724,5.2776,5.275
16-Aug-19,US Dollar,USDGHS,5.2674,5.2726,5.27
15-Aug-19,US Dollar,USDGHS,5.264,5.2692,5.2666
14-Aug-19,US Dollar,USDGHS,5.2614,5.2666,5.264
13-Aug-19,US Dollar,USDGHS,5.2614,5.2666,5.264
09-Aug-19,US Dollar,USDGHS,5.2589,5.2641,5.2615
08-Aug-19,US Dollar,USDGHS,5.2813,5.2865,5.2839
07-Aug-19,US Dollar,USDGHS,5.2578,5.263,5.2604
06-Aug-19,US Dollar,USDGHS,5.2554,5.2606,5.258
02-Aug-19,US Dollar,USDGHS,5.254,5.2592,5.2566
01-Aug-19,US Dollar,USDGHS,5.2545,5.2597,5.2571
31-Jul-19,US Dollar,USDGHS,5.2544,5.2596,5.257
30-Jul-19,US Dollar,USDGHS,5.2544,5.2596,5.257
29-Jul-19,US Dollar,USDGHS,5.2525,5.2577,5.2551
26-Jul-19,US Dollar,USDGHS,5.252,5.2572,5.2546
25-Jul-19,US Dollar,USDGHS,5.2529,5.2581,5.2555
24-Jul-19,US Dollar,USDGHS,5.2534,5.2586,5.256
23-Jul-19,US Dollar,USDGHS,5.2539,5.2591,5.2565
22-Jul-19,US Dollar,USDGHS,5.2539,5.2591,5.2565
19-Jul-19,US Dollar,USDGHS,5.2524,5.2576,5.255
18-Jul-19,US Dollar,USDGHS,5.2504,5.2556,5.253
17-Jul-19,US Dollar,USDGHS,5.2494,5.2546,5.252
16-Jul-19,US Dollar,USDGHS,5.2489,5.2541,5.2515
15-Jul-19,US Dollar,USDGHS,5.2499,5.2551,5.2525
12-Jul-19,US Dollar,USDGHS,5.2518,5.2571,5.2545
11-Jul-19,US Dollar,USDGHS,5.2548,5.26,5.2574
10-Jul-19,US Dollar,USDGHS,5.2554,5.2606,5.258
09-Jul-19,US Dollar,USDGHS,5.2559,5.2611,5.2585
08-Jul-19,US Dollar,USDGHS,5.2559,5.2611,5.2585
05-Jul-19,US Dollar,USDGHS,5.2569,5.2621,5.2595
04-Jul-19,US Dollar,USDGHS,5.2549,5.2601,5.2575
03-Jul-19,US Dollar,USDGHS,5.2549,5.2601,5.2575
02-Jul-19,US Dollar,USDGHS,5.2549,5.2601,5.2575
01-Jul-19,US Dollar,USDGHS,5.2554,5.2606,5.258
28-Jun-19,US Dollar,USDGHS,5.2564,5.2616,5.259
27-Jun-19,US Dollar,USDGHS,5.2564,5.2616,5.259
26-Jun-19,US Dollar,USDGHS,5.2574,5.2626,5.26
25-Jun-19,US Dollar,USDGHS,5.2544,5.2596,5.257
24-Jun-19,US Dollar,USDGHS,5.2496,5.2548,5.2522
21-Jun-19,US Dollar,USDGHS,5.2496,5.2548,5.2522
20-Jun-19,US Dollar,USDGHS,5.2476,5.2528,5.2502
19-Jun-19,US Dollar,USDGHS,5.2471,5.2523,5.2497
18-Jun-19,US Dollar,USDGHS,5.2471,5.2523,5.2497
17-Jun-19,US Dollar,USDGHS,5.2473,5.2525,5.2499
14-Jun-19,US Dollar,USDGHS,5.2375,5.2427,5.2401
13-Jun-19,US Dollar,USDGHS,5.2328,5.238,5.2354
12-Jun-19,US Dollar,USDGHS,5.2278,5.233,5.2304
11-Jun-19,US Dollar,USDGHS,5.2278,5.233,5.2304
10-Jun-19,US Dollar,USDGHS,5.2228,5.228,5.2254
07-Jun-19,US Dollar,USDGHS,5.2233,5.2285,5.2259
06-Jun-19,US Dollar,USDGHS,5.2233,5.2285,5.2259
04-Jun-19,US Dollar,USDGHS,5.2083,5.2135,5.2109
03-Jun-19,US Dollar,USDGHS,5.1983,5.2035,5.2009
31-May-19,US Dollar,USDGHS,5.1985,5.2037,5.2011
30-May-19,US Dollar,USDGHS,5.1477,5.1529,5.1503
29-May-19,US Dollar,USDGHS,5.1275,5.1327,5.1301
28-May-19,US Dollar,USDGHS,5.1275,5.1327,5.1301
27-May-19,US Dollar,USDGHS,5.1125,5.1177,5.1151
24-May-19,US Dollar,USDGHS,5.1125,5.1177,5.1151
23-May-19,US Dollar,USDGHS,5.1115,5.1165,5.114
22-May-19,US Dollar,USDGHS,5.1044,5.1096,5.107
21-May-19,US Dollar,USDGHS,5.1005,5.1055,5.103
20-May-19,US Dollar,USDGHS,5.1009,5.1061,5.1035
17-May-19,US Dollar,USDGHS,5.0959,5.101,5.0985
16-May-19,US Dollar,USDGHS,5.095,5.1,5.0975
15-May-19,US Dollar,USDGHS,5.093,5.098,5.0955
14-May-19,US Dollar,USDGHS,5.0915,5.0965,5.094
13-May-19,US Dollar,USDGHS,5.0917,5.0967,5.0942
10-May-19,US Dollar,USDGHS,5.0897,5.0947,5.0922
09-May-19,US Dollar,USDGHS,5.0887,5.0937,5.0912
08-May-19,US Dollar,USDGHS,5.0887,5.0937,5.0912
07-May-19,US Dollar,USDGHS,5.0877,5.0927,5.0902
06-May-19,US Dollar,USDGHS,5.0867,5.0917,5.0892
03-May-19,US Dollar,USDGHS,5.0872,5.0922,5.0897
02-May-19,US Dollar,USDGHS,5.0866,5.0916,5.0891
30-Apr-19,US Dollar,USDGHS,5.0856,5.0906,5.0881
29-Apr-19,US Dollar,USDGHS,5.0856,5.0906,5.0881
26-Apr-19,US Dollar,USDGHS,5.0854,5.0904,5.0879
25-Apr-19,US Dollar,USDGHS,5.0854,5.0904,5.0879
24-Apr-19,US Dollar,USDGHS,5.0852,5.0902,5.0877
23-Apr-19,US Dollar,USDGHS,5.0853,5.0903,5.0878
18-Apr-19,US Dollar,USDGHS,5.0853,5.0903,5.0878
17-Apr-19,US Dollar,USDGHS,5.0833,5.0883,5.0858
16-Apr-19,US Dollar,USDGHS,5.0835,5.0885,5.086
15-Apr-19,US Dollar,USDGHS,5.0835,5.0885,5.086
12-Apr-19,US Dollar,USDGHS,5.0837,5.0887,5.0862
11-Apr-19,US Dollar,USDGHS,5.0837,5.0887,5.0862
10-Apr-19,US Dollar,USDGHS,5.0827,5.0877,5.0852
09-Apr-19,US Dollar,USDGHS,5.0825,5.0875,5.085
08-Apr-19,US Dollar,USDGHS,5.0825,5.0875,5.085
05-Apr-19,US Dollar,USDGHS,5.0827,5.0877,5.0852
04-Apr-19,US Dollar,USDGHS,5.0829,5.0879,5.0854
03-Apr-19,US Dollar,USDGHS,5.0832,5.0882,5.0857
02-Apr-19,US Dollar,USDGHS,5.0832,5.0882,5.0857
01-Apr-19,US Dollar,USDGHS,5.0834,5.0884,5.0859
29-Mar-19,US Dollar,USDGHS,5.0809,5.0859,5.0834
28-Mar-19,US Dollar,USDGHS,5.0798,5.085,5.0824
27-Mar-19,US Dollar,USDGHS,5.0798,5.085,5.0824
26-Mar-19,US Dollar,USDGHS,5.078,5.083,5.0805
25-Mar-19,US Dollar,USDGHS,5.078,5.083,5.0805
22-Mar-19,US Dollar,USDGHS,5.0778,5.0829,5.0804
21-Mar-19,US Dollar,USDGHS,5.1565,5.1617,5.1591
20-Mar-19,US Dollar,USDGHS,5.2373,5.2426,5.24
19-Mar-19,US Dollar,USDGHS,5.2373,5.2426,5.24
18-Mar-19,US Dollar,USDGHS,5.2374,5.2426,5.24
15-Mar-19,US Dollar,USDGHS,5.2374,5.2426,5.24
14-Mar-19,US Dollar,USDGHS,5.2374,5.2426,5.24
13-Mar-19,US Dollar,USDGHS,5.2374,5.2426,5.24
12-Mar-19,US Dollar,USDGHS,5.2374,5.2426,5.24
11-Mar-19,US Dollar,USDGHS,5.2326,5.2378,5.2352
08-Mar-19,US Dollar,USDGHS,5.2176,5.2228,5.2202
07-Mar-19,US Dollar,USDGHS,5.2076,5.2128,5.2102
05-Mar-19,US Dollar,USDGHS,5.1976,5.2028,5.2002
04-Mar-19,US Dollar,USDGHS,5.1976,5.2028,5.2002
01-Mar-19,US Dollar,USDGHS,5.1976,5.2028,5.2002
28-Feb-19,US Dollar,USDGHS,5.1726,5.1778,5.1752
27-Feb-19,US Dollar,USDGHS,5.1525,5.1577,5.1551
26-Feb-19,US Dollar,USDGHS,5.0976,5.1027,5.1002
25-Feb-19,US Dollar,USDGHS,5.0302,5.0352,5.0327
22-Feb-19,US Dollar,USDGHS,5.0202,5.0252,5.0227
21-Feb-19,US Dollar,USDGHS,5.0142,5.0192,5.0167
20-Feb-19,US Dollar,USDGHS,5.0092,5.0142,5.0117
19-Feb-19,US Dollar,USDGHS,5.0042,5.0092,5.0067
18-Feb-19,US Dollar,USDGHS,4.9992,5.0042,5.0017
15-Feb-19,US Dollar,USDGHS,4.9992,5.0042,5.0017
14-Feb-19,US Dollar,USDGHS,4.999,5.004,5.0015
13-Feb-19,US Dollar,USDGHS,4.9991,5.0041,5.0016
12-Feb-19,US Dollar,USDGHS,4.9981,5.0031,5.0006
11-Feb-19,US Dollar,USDGHS,4.9978,5.0028,5.0003
08-Feb-19,US Dollar,USDGHS,4.9977,5.0027,5.0002
